text,sentiment
"ya lumayan lah tapi kadang kalo pake filter nya kadang filternya ada kadang cuman aksesoris nya yg muncul filter nya g ada ,itu aja si yg bikin bintang nya kurang 1 snow bisa di perbaiki lagi ga???",Negative
Selamat untuk Pasangan No. 3 Anies- Sandi. #pilkadadki2017 Mari kita tingkatkan persatuan Indonesia..,positive
"#AHY adalah Inspirasi Kaum Muda... ""GERAKAN INDONESIA MUDA"" menuju INDONESIA EMAS",positive
butuh ketegasan dari pihak masyarakat dan pemerintah kita butuh tindakan bukan hanya ngoceh di medsos #HitamPutihT7 #PollingHitamPutih,negative
Kapan nih akses data di kecamatan cisewu kabupaten garut bisa 4G,negative
Dapat bonus kuota 2GB dan 100 menit nelpon ke semua operator dari <PROVIDER_NAME>  <PROVIDER_NAME> <PRODUCT_NAME> <URL> ,positive
G = GOBLOK,Negative
spill outfitmu kak lucu bangett😁,Positive
"<PROVIDER_NAME> memang jauh lebih murah dari <PROVIDER_NAME>, banyak bonusnya lagi",positive
"Ini apk nya knpa y sy udah uninstall ada 5 kali TPI filter nya tetep ga bisa di pake,saya kira ini yg ngebug hp saya atau gimana,pas saya coba install ulang tetep ga bisa di pake filternya ga bisa di login juga,tolong di perbaiki ya,ini percuma doang saya download cuma jadi pajangan gabisa di pake filternya tolong segera di perbaiki krna sngt mengganggu bug nya gabisa di pake filternya,gabisa login apalah gajelas.",Negative
Sebenarnya gamau berekspektasi tinggi sih dari sebuah film yang diangkat dr buku. Biasanya malah kecewa :(,negative
barang sampai sesuai iklan dan mudah masang na.,Positive
untungnya sudah pakai <PROVIDER_NAME>,positive
Banyak konstituen #AHY risih sama mulutnya Ahok tapi kalau diminta pilih Anies dengan gerombolan khilafah dibelakangnya lebih memilih Ahok,negative
#ahy terbaik,positive
Semoga tidak ada penurunan kualitas layanan,negatif
"LAU UDAH GAADA, TAPI KAU DISINI MASIH ENAK"" AN AJAA! TUNGGU PEMBALASAN DARI TUHAN LU YA! MOKONDOOOOOO",Negative
"modelnya keren, ponakan ku suka nyaman juga dipakai, maaf fotonya gak sesuai",Positive
"Jelek ah jelek Pantas film Dimension tidak pernah dirilis, akting kamu begini ternyata /ga ",negative
"kalo sekarang yang nyanyi anak2,, tapi lagu Na ... Terlalu Menyakitkan Memalukan untuk disebutkan #savelaguanak #HitamputihT7",negative
Yuk tonton TVOne selalu menyajikan berita2 obyektif #TVOneSllDihati,positive
"Memiliki Cucu2 merupakan kebahagian yg tak ternilai, cucu sbg generasi penerus bangsa...",positive
Ibu tiri terhebat..... Ntr palingan klo dah 20an dia baru perawatan .skrg msh muda kasian klo di paksa perawatan .cm ya paling tutup mata tutup kuping skrg mah,positive
Barang sesuai ok,Positive
COWO RED FLAG PERGI SANA,Negative
Sayangnya build quality lumayan bagus untuk harga segini,positif
"Bagus Rancangan Seperti ini di TRANS7 HitamPutih, Sambil2 Dakwah Hiburannya. Terima kasih Ustadz Wijayanto...",positive
"Sembako Murah Ala Timses Ahok-Djarot Langgar UU Pemilu http://m.viva.co.id  Suap suara model begini, menghina kecerdasan warga..",negative
"Setelah KO di beberapa Polling, kini mereka goreng soal KPUD tidak netral, kamvreetttt.... #pilkadadki2017 #debatfinalpilkadadki #OkeOce",negative
@JktMajuBersama Sambil nunggu hasil resmi KPU. Yuk kawal #AniesSandi & rangkul smua... http://fb.me/W7EoLl8p,positive
"Tidak bisa di pakai, padahal sebelum di update masih bisa, pas di update malah ada tulisan periksa jaringan, padahal udah pakai wifi dan semuanya lancar tapi tetep gabisa buat di teken tombol foto nya dan sampai sekarang belum bisa foto .",Negative
Dua Program Ahok yang akan Dibatalkan Anies Anies-Sandi Ahok Djarot #GubernurJakarta #AniesSandi #Ahok,negative
"Cuman jual goyangan yak, suara macam taik...",negative
Menarik.... Yang penting sesuai hati nurani <OK HAND> <OK HAND> <OK HAND> #Pilkada #Pilkada #PilkadaDki #PilkadaDki2017 #JakartaElection,positive
"Salam Dirgantara! Terima kasih telah mendukung dan menyebarkan awareness terkait program pesawat R80. Semoga momen emas ini menjadi titik awal kebangkitan industri pesawat terbang Indonesia agar kembali berjaya. Bersama Eyang Habibie, yuk kita satukan langkah terbangkan pesawat R80. Caranya? Langsung klik link di bio kami yaaa ????",positive
ngakak bngttt jirr liat klarifikasinya,Negative
kamarnya impian aku bangtt😢,Positive
"pembelian kedua, semoga tahan setahun pemakaian",Positive
Weh adeknya sandrina masih minor anjir😭😭,Negative
<PROVIDER_NAME> setelah dihack malah tambah mahal,negative
"Bagus, mayan besar buat camping anak abg",Positive
Pemimpin muda masa depan #AHY  <Raising Hands> <Raising Hands> <Raising Hands>,positive
Bagus sih tapi kadang juga ngelek jadi nya gak enak kalau foto pake ini terus tapi saya mohon maaf soalnya saya kasih bintang 3 geh untuk kedepannya semoga bisa lebih bagus lagi ok...,Negative
pernah gak dalam pikiran lu di-notice bias krn lu lg jd jobseeker? ini gue sampe di-doain bjir masih cekikikan 😭,Positive
Kok dicampuri urusan politik???,Negative
awokwokwok milenial ipk rendah? mending ga usah kuliah langsung aja jadi wapres mumpung bapak masih presiden,Negative
#ahok #djarot tetap di hatiku #pilkadadki,positive
"alhamdulillah sudah beres pakai <PROVIDER_NAME> <PROVIDER_NAME>, daripada nunggu konfirmasi <PROVIDER_NAME> yg gak akan pernah datang. #janji… <URL>",positive
"Naahh...lagu burning room playlist sambungannya kompor mleduk Benyamin Sueb, hahaha liriknya yang ada kalang kabutnya...haha",Positive
Terkadang sikap dewasa justru diajarkan oleh yang paling muda <THUMBS UP> <SMILING FACE WITH HEART-EYES> #A1 #AHY  #Awesome,positive
"Amin, smg selalu di lancarkan n di mudahkan rejeki nya.. jd inget waktu suami sy jg gojek dulu, srg nlp nanyain anak istri nya udah mkn atau blm.. pdhl mgkn dia sendiri entah sempet mkn atau ngga, walaupun hujan2an n panas2an tp ga penh mengeluh.. selalu menyempatkan komunikasi n ttp keep in touch di sela2 kesibukannya. Bangga n ttp berjuang y ms gojek krn anak n istri selalu mendoakan yg terbaik..",positive
"semuanya nonton tvOne, Indonesia Lawyers Club yuk",positive
Pantat lah bangsat kau anjing kau,Negative
LUCUUNYAA LANAAAAAAA🤏🏻🤏🏻🤏🏻,Positive
Padahal udah settingan 3G tapi kenapa kuota 3G tidak bisa dipakai malah menguras pulsa yaa? #Tanya <PROVIDER_NAME>,negative
Kasian ih nyari uang sampe segitunya,negative
Hatinya terbuat dari apa ya .. Mbaa gigi yang berhati luarbiasanya ajah sampe di benci .. Cobaa sebutin heternya mbaa kesalahan apa yang mba gigi lakukan :'( duhh aku ajah jadi sukak sama sifatnyaaaaaaaaaaa,positive
Sayangnya tidak ada alasan untuk komplain,positif
"Salah satu apk bahasa inggris terfavorit, selain fiturnya menarik terdapat juga tokoh-tokoh dengan suara khas mereka masing-masing, tambah naik level semakin seru pembelajaran dan tantangannya,,, terimakasih duolingo",Positive
"Untuk aplikasi pembelajaran nya semua nya bagus, bisa digunakan untuk semua kalangan. Tapi, yang bikin saya heran ada dibagian 1 sub topik tentang conversation, isi dari dialog nya terkadang ambigu misalnya selalu ada seorang pasangan baik yang sudah suami istri ataupun sekedar pacaran, pasangan mereka itu selalu sesama jenis. Awalnya saya biasa saja namun ternyata selalu sering. Apakah ini salah developer atau memang apk ini mendukung LGBT? tolong dibenahi lagi untuk isi dari dialog nya.",Negative
"Perumahan DP 0%, Pemprov Harus Subsidi Rp 52 Juta Per Unit https://goo.gl/GEyUeP  #ProgramAniesSandi #JanjiKampanye #AniesSandi",positive
acara hitam putih memang oke,positive
donasi 7 turunan njir udh kek byr pajak ae😭,Negative
Feeling aku sih yang menang #PilkadaDKI itu pasangan Anies-Sandi.,positive
Anies - Sandi: Pastikan Akan Menutup Hotel Alexis dan Malioboro http://monystars.com/hotel-alexis/  #aniessandi #sandiagauno #aniesbaswedan,positive
"#kickAndyMetroTV jika ingin dihargai orang, hargailah orang lain juga",negative
Update-nya rutin dan selalu menambahkan fitur baru yang bermanfaat.,positif
Desa Bebas Rokok yg sangat menginspirasi dan ternyata ada. Luar biasa #MataNajwaMetroTV,positive
Nonton alien : covenant di @cinema21 mall @MciMall kaya nonton bajakan parah ada yg di SKIP mati mati jelek parah!!!! Film bagus jadi jelek ,negative
#Boikot <PROVIDER_NAME> harusnya #boikot<PROVIDER_NAME> kartu mahal!. lebih bagus juga <PROVIDER_NAME>,positive
Semoga tidak ada kekecewaan seperti produk lain,negatif
Bahagia telah dipertemukan dengan film keren ini ,positive
"Awal-awal masuk pertama kali keapk kayak ngebug Rada-rada lama loading nya Tapi lama-semakin lama bagus Suka sama aplikasinya,efeknya juga bagus Tapi yang efek nya banyak yang harus VIP,mohon untuk di gratis kan karena soalnya udah bagus Nanti aku kasih bintang ⭐️⭐️⭐️⭐️⭐️ Rekomend buat download+yang suka foto-foto wajib ada apk inii....✨️",Negative
"cantik bangett plsss warnanya, suka bgttt dan cocok bgt buat yg punya bibir kering kyk akuu soalnyabdia ga bikin bibir kita tambah keringg 🙆🏻‍♀️",Positive
"LSI: Jelang Pilkada, Suara Ahok Tertinggal Jauh dari Anies - #AniesSandiMenang #GubernurGu3 #OkeOce",positive
Sayangnya tidak ada hal negatif yang bisa saya sampaikan,positif
Makan malam gratis hari ini hasil tuker <PROVIDER_NAME> Poin  #7eleven #sevel <PROVIDER_NAME>… <URL>,positive
Cie yg lg ada job di @MataNajwa,positive
"Najis najis udh homo aja harusnya, org kaya gini di musnahkan dari muka bumi",negative
"hadewwwww permpuan itu lg!!!!sakit jiwa,knp harus dia yg jd peran utama di film hantu jeruk purut,ky khabisan stok Artis ja",negative
"Si wanita jahiliyah.. Lesbi , skrg udh py pacar lg. Kasian anaknya. Kmrn di ksh bencana slnya dia tega misahin anak dr bapak nya, dia ktakutan anak nya masuk islam pdhl bp nya g prnh nuntut anaknya memeluk islam. Udh di ksh nikmat anak 3 org, msh aja begajulan.",negative
<PROVIDER_NAME> tarif Internet Super Kuota naik lagi. Negara lain internet makin murah kok <PROVIDER_NAME> makin mahal? ,negative
"#FilmKartini menginspirasi untuk berjuang menjunjung nilai kebenaran, bukan dominasi penguasa dan kekakuan budaya @LegacyPictures",positive
Sejuta Lilin demi Keadilan #AhokDjarot #lawinforcement #justice #JakartauntukSemua #IndonesiaRaya https://www.instagram.com/p/BT6ioErhYdo/,positive
ANIES SANDI Kalah di Debat Final Pilkada DKI https://goo.gl/eEwlma  via @KaskusTV,negative
Anak 16Th yang berfikir dewasa mampu mampu membiyayai sekolahnya sendiri dengan cara membajak sawah #kickandy @Metro_TV @MetroTVToday,positive
Lebih terhormat jablay dari pada zize,Negative
Narasumber yang luar biasa #matanajwaMetroTV,positive
"Setuju, <USER_MENTION> silahkan boikot saja pelanggan <PROVIDER_NAME> pendukung #HRS <URL>",negative
Nikah cok biar bisa enak2,Negative
selamat ya mas @adietaufan masuk hitamputih,positive
#PesanBijak #OkeOce #GubernurGu3 ...,positive
Gileee suaraaanyaa.. kereen parah.. sukak,positive
"Kerenn, shade nya cocok banget, warna nya soft, ada stain, barang tdk ada kerusakan",Positive
Maju terus perbasketan indonesia🔥🔥,Positive
Bagaimana ini <PROVIDER_NAME> 4G tapi lemot,negative
"Anjing bet orang yang ngutang tapi gadibayar"" . Kek "" Lo ngutang anjing , Lo minjem duit orang . Kenapa ga Lo balikin "" ngentot banget bisa""nya orang bisa hidup dalam bayang"" hutang .",Negative
Wah ini mahhhh pertemuan buah ranum dan buah busuk ??....dah tau dong yg busuk yg manah ??????????....mentok2nya mah gitu aja kalo pelakor??,negative
Surat kocak Untuk Anies ... #indoharian #aniessandi #gubernurpilihan #gagalmoveone #suratrakyat #AniesSandiGubernurKita #gubernurdki,negative
tolak ahy yang berpolitik membawa agama #AHYMaininSARA,negative
Orang bangkrut itu bukan perkara soal uang tetapi bangkrut itu orang yang sudah tidak punya mimpi -BangQomar #HitamPutihT7,negative
Kicauan Negatif SBY Diyakini Pengaruhi Elektabilitas AHY http://brt.st/5qQ7  via @beritasatu #JakartaAdalahKita,negative
"Dari kisah jevin radhini rini gue jd belajar 1 hal. ""Kalau memang jodohmu, maka akan ada saja jalanNya"". Gue kebetulan ngikutin dr awal. Gue nonton pas live the remix jevin ngomong 'itu pacar saya nonton' sambil nunjuk radhini. Gue jg nntn pas jevin meluk radhini erat bgt di backstage stlh lolos ke final. Keliatan jevin ini anaknya gentle, tulus dan penyayang. Tapi Allah maha pembolak-balik hati. Mei '15 jevin radhini pcrn, sept '15 jevin rini dipasangin the remix, Des '15 final the remix, jan '16 jevin radhini putus, feb '16 jevin rini pcrn, april '16 jevin ngelamar rini, feb '17 jevin rini tunangan, mei '17 jevin rini nikah. Allah works in many ways??. Allah's plan is better than our plan. Jevin yg dulunya berfikiran akan nikah umur 30, siapa sangka di umur 25 dan dlm waktu pcrn baru 2 bulan udah yakin ngajakin anak orang nikah. Ah, happy wedding soundwave. Bahagia selalu??",positive
ini apa banget deh gw paling kesel klo orang2 pada debat pake emosi gini @matanajwametrotv,negative
ga umum sih anjay,Negative
Alhamdulillah tidak ada error yang fatal,positif
Syukurilah atas kehidupanmu saat ini #kickandy,positive
"Turun pangkat saja @ahok, Jakarta tidak butuh penista agama seperti kamu iya kamu",negative
Koneksi internet <PROVIDER_NAME> yang lancar sangat  membantu saya dalam menyelesaikan pekerjaaan di hari Jumat sebelum weekend.,positive
BANGKEEEK LUU,Negative
"Haha #AniesSandi kuoata saya banyak pak, pakai #telkomsel emang situ beliin saya pulsa atau beliin saya kuota",negative
Ya beginilah politik Indonesia jaman sekarang.. Menyedihkan!! #riphukum #RIPJusticeInIndonesia #freeahok #AhokDjarot #Ahok #AhokIsHope,negative
"males nonton, Topik #ILC ga kekinian.",negative
Film Kartini *sangat niat banget lihat film ini dan keren sekali dimana banyak scene2 yg sy harus menitikkan air mata #filmkartini #kartini ,positive
Ahok bukan penista agama tapi dinistakan oleh orang yang mengaku beragama #AhokDjarot,negative
Politik santun dan bermartabat. <FOLDED HANDS> #AHY,positive
"setelah dicoba kok gak panas ya, aroma jg gak kuat, baru ini sih nyoba yg thai, apa memang begini...",Negative
Terimakasih #kickAndy,positive
"sisa 2 hari kuota <PROVIDER_NAME> <PROVIDER_NAME> tapi sudah dibilang habis, gimana ini!",negative
LUCU KALI KONSEPNYA😭🥺🥺,Positive
ayu janda bego pny suami kpn nikah laginya?,negative
Saya selalu suka dengan orang yang berjiwa besar #AHY,positive
#AHY#Demi.Indonesia,positive
Wah itu Kerdus mulutnya busuk...jangan jangan sampah makanannya,negative
"Tetap semangat pak Djarot, Air matamu akan selalu terkenang, Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot",positive
"Demokrat dengan cinta, untuk NKRI, #AHY dan #Demokrat berbakti.",positive
keren deh. Mata Najwa juga.,positive
Ini cwenya yg bego apa cwonya yg pinter ya ?! Emg lakinya kaya ?! Atau macho atau apa gitu plus nya ? Kayanya cuma jago gombal ?? atau maennya gesit ?! Ulala #ngakakabis,negative
Kepada Pendukung #BaDja #AhokDjarot kita tidak usah terprovokasi dan jangan mengotori tangan2 kita dengan Hal2 yang mengandung NAZIS <Heavy Check Mark> <Heavy Check Mark>,positive
"Duo kalo dipake lama jadi ngelag, apalagi bagian speaking, kadang suka tdk terdeteksi, padahal udah bicara sesuai yg dituliskan, mohon perbaikannya, nonton iklan buat nambah hati, tapi hatinya gak nambah. Kembalikan hatiku",Negative
semangat dan sehat selalu pak karni penonton setia menunggu ILC tayang kembali @karniilyas #ILCtvone,positive
"dulu #Jakarta tidak pernah terpecah belah, tapi sejak ada orang asing #jakarta terpecah <Broken Heart>  #AkuCoblosAniesSandi #pilkadadki2017 #PilkadaDK",negative
doa kami untuk Jakarta.#AhokDjarot,positive
"org yg namanya tampang Nabi tp hati Iblis, sesuai dgn pernyataan pengacara Nazarudin #ILC",negative
#1000Lilin #rizieqpulang #LilinUntukAhok #ahok #AhokDjarot andai saja ini bisa di contoh untuk seluruh indonesia,positive
Kaaaaa kamu cocok banget sama lagu iniii 😍😍😍,Positive
"anjrot gw kaget gw kaget nya kayak seketrum,kayak mau ke dunia lain pokok banyak",Negative
"Hahaha..kasian ya...gak becus jadi perem...harus ngerebut laki orang dulu biar dikata ""perempuan""? Dasar perempuan tak sadar diri ente cuy.",negative
Nabrak aturan konstitusi dgn meloloskan usia pencawapres Aturan sdh benar 40th Terbukti dgn cara2 anda menjawab kritikan menunjukan usia anda blom matang!!!  gimana ini anaknya??!!,Negative
"Saya kira akan biasa saja, ternyata ini jadi pembelian terbaik saya tahun ini.",positif
"aplikasi ini sangat bermanfaat bagi yang baru belajar bahasa inggris maupun yg sudah paham bahasa inggris, dari aplikasi duolingo kita bisa menemukan kata/kalimat baru yg belum pernah kita dengar, dan di aplikasi duolingo ada fitur yg bernama rekam suara jadi rekam suara ini seperti kita membaca kalimat bahasa inggris. nah dari rekam suara ini kita bisa tau gimana pelancaran kita untuk menyebut kalimat bahasa inggris jadi aku kasih bintang 5, klu lah ada bintang 6 pasti aku kasih bintang 6☆☆☆☆☆☆",Positive
Selalu memberikan banyak inspirasi #matanajwaMetroTV,positive
Gilaaaaa pelakor banyak bnget laki2 gatal juga banyak alasan untuk berpoligami woiii mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk.... Allah menguji kesetiaan dan nafsunya eh malah kaya gtu... Menyakiti istri sama sja menutup pintu rejekimu... Anak istri kau korbankan! Sbg seorg imam keluarga dia telah gagal mmpertahankan rmh tangganya mencoreng nama baik nya sndiri... Smua org suka skrg benci sama dia.. M,negative
Jaringan <PROVIDER_NAME> di Nabire bagus? Itu hanya berita HOAX #HOAX <PROVIDER_NAME>,negative
Maaf ya pendukung #AgusSilvy..hayo dukung #AniesSandi diputaran 2 @ronavioleta @NetizenTofa,negative
"Beruntungnya Bella.. Orang2 jadi fokus ama komen lakinya. Coba kalo ngga, pasti model bajunya yang diceramahin ama netizen ??",positive
Dan dia well informed banget sama semua materi produksi syutingnya. Kek sampe banyak tempat yang dia belum kunjungi tapi dia udah bisa jelasin makanan itu seperti apa dan relasinya sama pengalaman kuliner dia selama ini. Keren nih orang.,Positive
"Ambil positifnya aja mbak toh oma nani yang menjalankan, mau mbak bilang gimana nggak mungkin kan oma langsung cerai karena itu udah pilihan hidup dia gimana jadi lebih baik didoakan semoga langgeng karena menikah juga ibadah heheu  <USERNAME>",positive
